Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,Location_ID
-28.460833,21.248889,2012-07-05,98.74,315.6,10.0,77
-34.092222,21.295278,2012-07-05,19.905,332.1,10.0,3
-33.818056,19.694722,2012-07-09,10.493,198.8,18.0,14
-26.861111,28.884722,2012-07-10,177.029,624.0,134.0,114
-26.880278,26.965,2012-07-10,185.692,787.0,163.0,113
-26.45,28.085833,2012-07-10,74.126,660.0,14.0,119
-26.98472222,26.63227778,2012-07-10,165.177,1176.0,18.0,110
-28.69485,28.23487,2012-07-10,98.565,286.2,32.0,76
-31.104278,29.399722,2012-07-10,81.191,245.0,10.0,33
-34.075556,20.145556,2012-07-10,13.494,445.0,10.0,4
-25.45963889,28.26430556,2012-07-10,182.835,749.0,82.0,130
-28.338333,31.373611,2012-07-10,125.26,408.0,10.0,81
-28.068333,31.55,2012-07-10,82.88,237.0,15.0,86
-25.81048333,27.90955222,2012-07-11,153.529,597.0,10.0,123
-28.883333,27.89,2012-07-11,90.724,245.6,75.0,68
-30.568333,29.422778,2012-07-11,58.773,203.2,15.0,42
-30.86013889,29.07125,2012-07-11,86.516,225.8,10.0,36
-30.570833,29.150556,2012-07-11,70.524,179.8,10.0,41
-30.77586667,29.03221667,2012-07-11,92.04,238.5,10.0,38
-26.648056,27.089444,2012-07-12,216.026,672.0,11.0,116
-28.768056,20.720556,2012-07-12,159.534,621.0,10.0,70
-31.031389,28.883333,2012-07-12,49.224,144.8,10.0,34
-29.987778,29.851667,2012-07-16,41.699,103.4,10.0,49
-29.744167,29.905833,2012-07-16,45.456,95.2,19.0,53
-27.01011111,26.69808333,2012-07-17,126.835,693.0,30.0,108
-34.065833,20.404167,2012-07-17,32.473,520.0,12.0,5
-25.127778,27.628889,2012-07-17,263.702,724.0,163.0,137
-25.20639,27.558,2012-07-17,173.932,773.0,10.0,135
-25.73411,27.21422,2012-07-17,5.0,37.68,17.0,124
-30.733889,29.828333,2012-07-17,43.917,122.1,10.0,39
-26.648056,27.089444,2012-07-17,251.847,700.0,10.0,116
-26.970278,27.211111,2012-07-17,137.974,667.0,26.0,111
-26.45,28.085833,2012-07-17,136.713,667.0,14.0,119
-26.98472222,26.63227778,2012-07-17,183.717,1126.0,18.0,110
-29.160278,26.573333,2012-07-17,183.281,617.0,174.5,62
-33.870833,20.003333,2012-07-17,49.252,667.0,65.0,13
-30.398056,30.601944,2012-07-18,76.938,329.5,10.0,44
-30.27402,30.69602,2012-07-18,174.617,692.0,10.0,46
-26.861111,28.884722,2012-07-18,174.002,576.0,134.0,114
-28.69485,28.23487,2012-07-18,107.722,297.2,18.0,76
-29.615556,27.065278,2012-07-18,94.76533333,286.85,10.0,57
-28.883333,27.89,2012-07-18,84.515,237.0,14.0,68
-34.02861,22.22222,2012-07-18,15.112,264.7,10.0,8
-34.405833,19.600556,2012-07-18,13.332,764.0,10.0,0
-30.336111,27.359444,2012-07-19,57.314,189.2,19.0,45
-30.830556,26.921389,2012-07-20,72.15,200.3,17.0,37
-31.000833,26.353056,2012-07-20,219.903,545.0,68.0,35
-30.679722,26.7125,2012-07-20,87.727,228.0,21.0,40
-28.460833,21.248889,2012-07-20,143.3,600.0,10.0,77
-29.803611,30.516111,2012-07-20,112.371,382.0,10.0,50
-31.5653,18.3306,2012-07-21,6.237,221.5,12.0,28
-25.99136,27.84208,2012-07-23,102.508,459.0,98.0,122
-26.880278,26.965,2012-07-23,257.324,798.0,48.0,113
-26.98472222,26.63227778,2012-07-23,214.345,1121.0,18.0,110
-33.31388889,19.07472222,2012-07-23,11.281,141.8,10.0,20
-24.183889,30.823889,2012-07-24,196.283,566.0,10.0,148
-26.861111,28.884722,2012-07-24,174.798,575.0,134.0,114
-26.970278,27.211111,2012-07-24,142.805,686.0,158.0,111
-27.802778,28.768333,2012-07-24,134.799,320.3,11.0,91
-28.69485,28.23487,2012-07-24,124.46,403.0,11.0,76
-33.501667,21.624167,2012-07-24,39.5,265.4,14.0,17
-25.81048333,27.90955222,2012-07-25,129.378,605.0,10.0,123
-24.034167,31.123611,2012-07-25,210.656,630.0,20.0,150
-29.380556,30.2775,2012-07-25,39.598,107.6,10.0,58
-28.058889,30.373611,2012-07-25,123.976,479.0,80.0,87
-31.860278,18.6875,2012-07-26,5.043,92.2,10.0,27
-27.5275,30.858056,2012-07-26,53.793,132.9,10.0,95
-29.380556,30.2775,2012-07-26,25.165,109.8,10.0,58
-26.648056,27.089444,2012-07-26,249.814,693.0,10.0,116
-29.758889,30.935278,2012-07-27,47.93,368.4,10.0,52
-30.27402,30.69602,2012-07-28,129.285,620.0,42.0,46
-27.01011111,26.69808333,2012-07-30,199.782,661.0,10.0,108
-26.648056,27.089444,2012-07-30,256.524,696.0,10.0,116
-26.880278,26.965,2012-07-30,257.359,793.0,174.0,113
-26.98472222,26.63227778,2012-07-30,206.427,1132.0,18.0,110
-25.127778,27.628889,2012-07-31,148.642,725.0,163.0,137
-25.20639,27.558,2012-07-31,170.204,771.0,21.0,135
-26.861111,28.884722,2012-07-31,169.411,590.0,134.0,114
-26.970278,27.211111,2012-07-31,132.284,626.0,129.0,111
-26.73806,27.59194,2012-07-31,132.03,563.0,17.0,115
-26.45,28.085833,2012-07-31,105.746,642.0,47.0,119
-31.104278,29.399722,2012-07-31,101.576,197.8,10.0,33
-28.141944,26.417778,2012-08-01,292.096,582.0,10.0,83
-28.75,30.442778,2012-08-02,100.893,237.4,10.0,72
-29.161667,30.629722,2012-08-02,45.268,108.9,10.0,61
-26.648056,27.089444,2012-08-02,215.404,697.0,12.0,116
-28.376944,24.303056,2012-08-02,240.744,1375.0,10.0,80
-27.671111,27.236944,2012-08-03,188.063,487.0,10.0,92
-28.735556,29.820556,2012-08-04,38.855,105.9,10.0,74
-25.99136,27.84208,2012-08-06,91.286,467.0,121.0,122
-26.970278,27.211111,2012-08-06,104.373,591.0,72.0,111
-33.818056,19.694722,2012-08-06,22.8,318.5,12.0,14
-27.01011111,26.69808333,2012-08-07,122.954,694.0,10.0,108
-28.735556,29.820556,2012-08-07,34.995,102.4,10.0,74
-26.880278,26.965,2012-08-07,266.532,795.0,187.0,113
-26.98472222,26.63227778,2012-08-07,251.523,1084.0,18.0,110
-34.075556,20.145556,2012-08-07,25.896,484.0,10.0,4
-25.45963889,28.26430556,2012-08-07,185.054,761.0,82.0,130
-28.338333,31.373611,2012-08-07,134.886,357.0,10.0,81
-28.068333,31.55,2012-08-07,87.415,220.3,10.0,86
-25.57877778,29.12747222,2012-08-07,51.733,575.0,10.0,127
-25.81048333,27.90955222,2012-08-08,140.013,619.0,10.0,123
-26.861111,28.884722,2012-08-08,182.12,621.0,134.0,114
-26.45,28.085833,2012-08-08,108.942,666.0,47.0,119
-27.802778,28.768333,2012-08-09,94.401,305.0,17.0,91
-27.02314,28.59389,2012-08-10,157.467,541.0,12.0,107
-26.648056,27.089444,2012-08-10,215.032,698.0,11.0,116
-34.065833,20.404167,2012-08-12,33.182,512.0,10.0,5
-27.01011111,26.69808333,2012-08-13,121.008,675.0,24.0,108
-29.987778,29.851667,2012-08-13,37.397,107.7,10.0,49
-29.744167,29.905833,2012-08-13,37.475,104.3,10.0,53
-26.880278,26.965,2012-08-13,261.754,805.0,187.0,113
-26.98472222,26.63227778,2012-08-13,237.531,1127.0,18.0,110
-25.127778,27.628889,2012-08-14,231.942,761.0,163.0,137
-25.73411,27.21422,2012-08-14,7.688,53.7,10.0,124
-26.03611,30.99778,2012-08-14,91.865,238.5,10.0,120
-26.73806,27.59194,2012-08-14,219.695,621.0,144.0,115
-26.45,28.085833,2012-08-14,131.58,657.0,47.0,119
-29.160278,26.573333,2012-08-14,164.156,605.0,174.5,62
-25.20639,27.558,2012-08-15,172.801,736.0,37.0,135
-25.49037,30.6986,2012-08-15,134.225,693.0,13.0,129
-30.398056,30.601944,2012-08-15,29.88,236.5,42.0,44
-30.27402,30.69602,2012-08-15,72.755,449.0,33.0,46
-27.3,28.586944,2012-08-15,139.356,340.0,10.0,103
-29.033333,23.983333,2012-08-15,161.718,1149.0,10.0,65
-28.69485,28.23487,2012-08-15,168.204,415.0,12.0,76
-29.615556,27.065278,2012-08-15,111.445,347.0,23.0,57
-28.883333,27.89,2012-08-15,97.272,262.1,20.0,68
-34.405833,19.600556,2012-08-15,53.807,1055.0,33.0,0
-26.648056,27.089444,2012-08-16,217.832,683.0,12.0,116
-30.336111,27.359444,2012-08-16,57.581,176.1,18.0,45
-30.830556,26.921389,2012-08-17,77.51,184.4,29.0,37
-31.000833,26.353056,2012-08-17,231.75,614.0,53.0,35
-30.679722,26.7125,2012-08-17,72.458,197.9,14.0,40
-29.803611,30.516111,2012-08-17,112.259,464.0,10.0,50
-22.43772222,31.07805556,2012-08-19,96.904,264.4,13.0,160
-25.99136,27.84208,2012-08-20,125.113,468.0,95.0,122
-30.27402,30.69602,2012-08-20,114.117,557.0,12.0,46
-26.880278,26.965,2012-08-20,220.734,799.0,149.0,113
-26.98472222,26.63227778,2012-08-20,221.38,1075.0,18.0,110
-24.183889,30.823889,2012-08-21,213.316,604.0,10.0,148
-29.380556,30.2775,2012-08-21,16.794,109.4,10.0,58
-26.45,28.085833,2012-08-21,144.29,659.0,47.0,119
-25.45963889,28.26430556,2012-08-21,245.332,777.0,82.0,130
-25.81048333,27.90955222,2012-08-22,262.586,612.0,10.0,123
-24.058889,31.237222,2012-08-22,234.99,754.0,22.0,149
-27.802778,28.768333,2012-08-22,131.851,310.4,12.0,91
-28.058889,30.373611,2012-08-22,125.392,697.0,80.0,87
-31.860278,18.6875,2012-08-23,5.0,119.2,11.0,27
-27.937778,31.209444,2012-08-23,57.748,247.0,15.0,88
-26.648056,27.089444,2012-08-23,298.914,695.0,10.0,116
-29.1825,23.575556,2012-08-23,110.777,292.0,76.0,59
-34.031944,22.053333,2012-08-23,8.378,379.0,10.0,7
-34.02861,22.22222,2012-08-23,48.249,1246.0,10.0,8
-23.838611,31.640833,2012-08-24,163.055,492.0,13.0,151
-32.502778,19.535833,2012-08-24,5.0,91.0,10.0,26
-29.380556,30.2775,2012-08-26,25.739,89.6,10.0,58
-29.758889,30.935278,2012-08-27,72.262,285.4,14.0,52
-27.01011111,26.69808333,2012-08-28,235.226,688.0,10.0,108
-25.127778,27.628889,2012-08-28,261.622,717.0,163.0,137
-25.20639,27.558,2012-08-28,195.01,727.0,10.0,135
-28.747778,31.745833,2012-08-28,83.165,281.2,10.0,73
-26.970278,27.211111,2012-08-28,138.241,654.0,90.0,111
-26.880278,26.965,2012-08-28,263.51,799.0,149.0,113
-26.45,28.085833,2012-08-28,138.46,663.0,47.0,119
-26.98472222,26.63227778,2012-08-28,267.506,1060.0,18.0,110
-30.86013889,29.07125,2012-08-28,53.173,215.1,10.0,36
-31.104278,29.399722,2012-08-28,67.139,164.5,10.0,33
-33.501667,21.624167,2012-08-28,86.969,445.0,38.0,17
-31.5653,18.3306,2012-08-28,13.211,205.8,40.0,28
-28.801278,31.955389,2012-08-29,111.178,353.8,10.0,69
-28.141944,26.417778,2012-08-29,198.823,630.0,17.0,83
-30.568333,29.422778,2012-08-29,39.584,148.1,10.0,42
-30.77586667,29.03221667,2012-08-29,48.356,155.9,22.0,38
-28.75,30.442778,2012-08-30,111.212,258.0,10.0,72
-29.161667,30.629722,2012-08-30,26.345,113.6,10.0,61
-27.671111,27.236944,2012-08-30,177.55,449.0,12.0,92
-25.99136,27.84208,2012-09-03,133.567,512.0,91.0,122
-22.43772222,31.07805556,2012-09-03,56.461,187.5,11.0,160
-26.970278,27.211111,2012-09-03,146.398,672.0,115.0,111
-27.3,28.586944,2012-09-03,137.054,365.0,38.0,103
-31.031389,28.883333,2012-09-03,58.549,116.1,10.0,34
-33.818056,19.694722,2012-09-03,5.0,125.0,10.0,14
-27.01011111,26.69808333,2012-09-04,158.127,704.0,50.0,108
-26.880278,26.965,2012-09-04,272.98,823.0,149.0,113
-26.98472222,26.63227778,2012-09-04,276.237,1173.0,18.0,110
-27.671111,27.236944,2012-09-04,172.167,449.0,54.0,92
-34.075556,20.145556,2012-09-04,32.591,812.0,10.0,4
-25.45963889,28.26430556,2012-09-04,214.189,785.0,82.0,130
-28.338333,31.373611,2012-09-04,146.714,379.0,11.0,81
-28.068333,31.55,2012-09-04,103.197,256.6,10.0,86
-25.81048333,27.90955222,2012-09-05,160.417,635.0,10.0,123
-27.602222,29.942778,2012-09-05,83.861,207.3,82.0,93
-26.73806,27.59194,2012-09-05,131.445,670.0,22.0,115
-26.45,28.085833,2012-09-05,148.363,656.0,123.0,119
-27.02314,28.59389,2012-09-07,175.306,505.0,78.0,107
-29.1825,23.575556,2012-09-07,120.514,268.1,29.0,59
-27.01011111,26.69808333,2012-09-10,154.447,726.0,10.0,108
-29.987778,29.851667,2012-09-10,38.66,123.1,12.0,49
-29.744167,29.905833,2012-09-10,17.133,68.6,10.0,53
-26.98472222,26.63227778,2012-09-10,234.158,849.0,18.0,110
-29.160278,26.573333,2012-09-10,194.793,596.0,42.0,62
-34.065833,20.404167,2012-09-11,28.05,518.0,10.0,5
-25.127778,27.628889,2012-09-11,220.842,749.0,163.0,137
-30.733889,29.828333,2012-09-11,25.114,96.0,14.0,39
-26.970278,27.211111,2012-09-11,139.688,678.0,109.0,111
-26.45,28.085833,2012-09-11,131.8,777.0,123.0,119
-28.69485,28.23487,2012-09-11,220.932,457.0,36.0,76
-29.615556,27.065278,2012-09-11,131.926,418.0,26.0,57
-28.883333,27.89,2012-09-11,103.789,262.9,16.0,68
-25.20639,27.558,2012-09-12,160.412,682.0,61.0,135
-30.398056,30.601944,2012-09-12,31.433,216.6,12.0,44
-30.27402,30.69602,2012-09-12,60.55,321.0,17.0,46
-30.336111,27.359444,2012-09-12,64.155,195.5,17.0,45
-28.768056,20.720556,2012-09-12,129.322,373.0,10.0,70
-34.405833,19.600556,2012-09-12,44.26,1264.0,10.0,0
-30.830556,26.921389,2012-09-13,96.519,215.6,11.0,37
-26.648056,27.089444,2012-09-13,257.459,694.0,10.0,116
-31.000833,26.353056,2012-09-13,313.243,736.0,53.0,35
-30.679722,26.7125,2012-09-13,83.115,187.1,22.0,40
-34.329722,18.990278,2012-09-13,5.0,159.2,10.0,1
-29.803611,30.516111,2012-09-14,74.388,312.1,17.0,50
-25.99136,27.84208,2012-09-17,122.906,417.0,23.0,122
-26.73806,27.59194,2012-09-17,139.983,649.0,22.0,115
-26.45,28.085833,2012-09-17,75.58,638.0,123.0,119
-29.1825,23.575556,2012-09-17,105.407,253.1,11.0,59
-33.31388889,19.07472222,2012-09-17,21.068,188.0,10.0,20
-27.01011111,26.69808333,2012-09-18,151.564,723.0,29.0,108
-22.91028,29.61111,2012-09-18,37.903,126.5,10.0,157
-27.5275,30.858056,2012-09-18,38.83,116.8,10.0,95
-29.380556,30.2775,2012-09-18,16.693,87.3,11.0,58
-26.648056,27.089444,2012-09-18,256.302,701.0,10.0,116
-26.970278,27.211111,2012-09-18,151.212,662.0,59.0,111
-26.880278,26.965,2012-09-18,266.014,780.5,149.0,113
-27.802778,28.768333,2012-09-18,21.453,167.7,10.0,91
-25.45963889,28.26430556,2012-09-18,178.384,642.0,82.0,130
-25.81048333,27.90955222,2012-09-19,128.491,571.0,10.0,123
-23.763056,27.908611,2012-09-19,5.0,92.1,18.0,152
-34.039722,22.133333,2012-09-19,28.388,376.0,10.0,6
-32.595833,19.009444,2012-09-19,5.0,72.7,15.0,25
-31.860278,18.6875,2012-09-20,15.163,179.8,10.0,27
-29.744167,29.905833,2013-12-27,15.5,34.8,6.0,53
-23.838611,31.640833,2012-09-20,81.14466667,407.6666667,23.33333333,151
-32.502778,19.535833,2012-09-21,10.773,122.0,10.0,26
-24.183889,30.823889,2012-09-25,180.853,512.0,15.0,148
-25.127778,27.628889,2012-09-25,227.197,752.0,163.0,137
-25.20639,27.558,2012-09-25,161.962,695.0,35.0,135
-25.73411,27.21422,2012-09-25,8.466,44.7,10.0,124
-26.45,28.085833,2012-09-25,136.64,690.0,123.0,119
-33.501667,21.624167,2012-09-25,52.534,448.0,10.0,17
-27.01011111,26.69808333,2012-09-26,142.894,670.0,23.0,108
-29.380556,30.2775,2012-09-26,9.7,119.7,10.0,58
-26.648056,27.089444,2012-09-26,252.98,691.0,10.0,116
-26.880278,26.965,2012-09-26,264.57,822.0,149.0,113
-27.802778,28.768333,2012-09-26,21.601,175.0,20.0,91
-26.98472222,26.63227778,2012-09-26,272.148,962.0,18.0,110
-28.141944,26.417778,2012-09-26,261.3,632.0,10.0,83
-30.568333,29.422778,2012-09-26,44.465,188.0,11.0,42
-30.570833,29.150556,2012-09-26,36.716,105.2,10.0,41
-31.104278,29.399722,2012-09-26,57.224,176.6,10.0,33
-31.5653,18.3306,2012-09-26,34.142,470.0,32.0,28
-28.747778,31.745833,2012-09-27,91.919,503.0,19.0,73
-28.801278,31.955389,2012-09-27,121.121,508.0,14.0,69
-28.75,30.442778,2012-09-27,87.237,222.8,10.0,72
-29.758889,30.935278,2012-09-27,31.856,255.7,10.0,52
-29.161667,30.629722,2012-09-27,35.249,113.5,10.0,61
-27.671111,27.236944,2012-09-27,168.335,418.0,138.0,92
-31.031389,28.883333,2012-09-27,41.326,98.3,10.0,34
-30.86013889,29.07125,2012-09-27,58.896,158.7,10.0,36
-30.77586667,29.03221667,2012-09-27,55.783,155.2,15.0,38
-30.27402,30.69602,2012-09-28,73.796,350.8,10.0,46
-24.9675,31.516667,2012-09-30,56.819,152.1,23.0,139
-26.861111,28.884722,2012-10-01,180.354,679.0,106.0,114
-26.73806,27.59194,2012-10-01,118.745,682.0,194.0,115
-26.45,28.085833,2012-10-01,144.984,678.0,183.0,119
-33.818056,19.694722,2012-10-01,10.347,129.8,15.0,14
-28.735556,29.820556,2012-10-02,55.223,139.7,10.0,74
-27.802778,28.768333,2012-10-02,28.734,175.6,10.0,91
-27.671111,27.236944,2012-10-02,164.889,427.0,14.0,92
-29.1825,23.575556,2012-10-02,106.865,278.8,19.0,59
-34.075556,20.145556,2012-10-02,24.256,580.0,10.0,4
-25.45963889,28.26430556,2012-10-02,198.483,761.0,82.0,130
-28.338333,31.373611,2012-10-02,84.567,286.8,10.0,81
-28.068333,31.55,2012-10-02,57.817,204.7,10.0,86
-27.01011111,26.69808333,2012-10-03,157.492,715.0,69.0,108
-25.81048333,27.90955222,2012-10-03,133.695,602.0,10.0,123
-27.02314,28.59389,2012-10-03,69.965,315.4,10.0,107
-26.648056,27.089444,2012-10-03,259.004,702.0,10.0,116
-26.880278,26.965,2012-10-03,271.975,798.0,149.0,113
-27.3,28.586944,2012-10-03,46.88,169.9,24.0,103
-34.092222,21.295278,2012-10-03,48.496,754.0,10.0,3
-25.57877778,29.12747222,2012-10-03,51.56,378.0,12.0,127
-27.602222,29.942778,2012-10-04,69.425,189.4,10.0,93
-29.042222,24.6,2012-10-05,146.387,516.0,31.0,64
-29.744167,29.905833,2012-10-08,33.124,85.9,10.0,53
-26.45,28.085833,2012-10-08,143.591,659.0,183.0,119
-27.01011111,26.69808333,2012-10-09,134.051,702.0,44.0,108
-34.065833,20.404167,2012-10-09,38.922,449.0,10.0,5
-25.127778,27.628889,2012-10-09,220.233,737.0,163.0,137
-25.73411,27.21422,2012-10-09,5.0,44.1,10.0,124
-30.733889,29.828333,2012-10-09,39.406,103.7,10.0,39
-26.648056,27.089444,2012-10-09,253.817,713.0,10.0,116
-26.970278,27.211111,2012-10-09,108.872,668.0,154.0,111
-26.880278,26.965,2012-10-09,277.183,846.0,149.0,113
-27.802778,28.768333,2012-10-09,29.2,213.3,16.0,91
-26.98472222,26.63227778,2012-10-09,292.734,1128.0,18.0,110
-29.160278,26.573333,2012-10-09,187.027,648.0,42.0,62
-28.69485,28.23487,2012-10-09,130.739,332.4,10.0,76
-28.883333,27.89,2012-10-09,98.361,239.6,12.0,68
-28.068333,31.55,2012-10-09,231.077,600.0,18.0,86
-30.830556,26.921389,2012-10-10,140.801,273.6,15.0,37
-25.20639,27.558,2012-10-10,157.886,710.0,11.0,135
-30.398056,30.601944,2012-10-10,39.035,205.6,10.0,44
-31.000833,26.353056,2012-10-10,273.841,748.0,53.0,35
-28.768056,20.720556,2012-10-10,120.575,407.0,16.0,70
-34.031944,22.053333,2012-10-10,23.783,457.0,10.0,7
-34.039722,22.133333,2012-10-10,25.518,352.2,10.0,6
-34.405833,19.600556,2012-10-10,29.324,964.0,39.0,0
-30.830556,26.921389,2012-10-11,146.889,277.1,24.0,37
-30.679722,26.7125,2012-10-11,90.194,189.45,10.5,40
-30.336111,27.359444,2012-10-11,55.466,169.9,10.0,45
-28.404444,30.013056,2012-10-12,43.195,175.9,15.0,79
-31.000833,26.353056,2012-10-12,267.061,748.0,53.0,35
-29.803611,30.516111,2012-10-12,75.013,303.5,10.0,50
-25.99136,27.84208,2012-10-15,105.558,370.0,27.0,122
-26.45,28.085833,2012-10-15,126.941,651.0,183.0,119
-33.31388889,19.07472222,2012-10-15,24.748,186.3,180.0,20
-27.01011111,26.69808333,2012-10-16,166.188,746.0,21.0,108
-25.681111,31.783333,2012-10-16,86.58,324.5,10.0,125
-29.380556,30.2775,2012-10-16,26.418,100.8,26.0,58
-26.648056,27.089444,2012-10-16,255.714,704.0,30.0,116
-26.970278,27.211111,2012-10-16,129.091,702.0,154.0,111
-26.880278,26.965,2012-10-16,230.997,766.0,149.0,113
-26.98472222,26.63227778,2012-10-16,300.549,1215.0,18.0,110
-29.160278,26.573333,2012-10-16,197.255,669.0,42.0,62
-29.1825,23.575556,2012-10-16,110.587,275.9,22.0,59
-25.45963889,28.26430556,2012-10-16,161.314,672.0,82.0,130
-25.81048333,27.90955222,2012-10-17,146.283,584.0,10.0,123
-24.9675,31.516667,2012-10-17,54.401,154.8,10.0,139
-27.937778,31.209444,2012-10-17,21.507,149.7,10.0,88
-27.802778,28.768333,2012-10-17,70.279,198.9,62.0,91
-32.595833,19.009444,2012-10-17,5.0,69.0,10.0,25
-28.058889,30.373611,2012-10-17,93.347,390.0,80.0,87
-31.860278,18.6875,2012-10-18,18.516,193.7,10.0,27
-27.671111,27.236944,2012-10-18,144.662,435.0,50.0,92
-25.14944444,31.94055556,2012-10-19,46.387,202.9,10.0,136
-32.502778,19.535833,2012-10-19,5.77,92.0,10.0,26
-31.031389,28.883333,2012-10-21,30.995,87.2,10.0,34
-26.861111,28.884722,2012-10-22,117.026,521.0,106.0,114
-26.45,28.085833,2012-10-22,142.906,643.0,183.0,119
-27.01011111,26.69808333,2012-10-23,159.998,782.0,21.0,108
-24.183889,30.823889,2012-10-23,127.31,331.0,20.0,148
-25.127778,27.628889,2012-10-23,189.023,685.0,163.0,137
-25.20639,27.558,2012-10-23,156.765,701.0,54.0,135
-28.747778,31.745833,2012-10-23,83.932,403.0,10.0,73
-26.648056,27.089444,2012-10-23,262.196,703.0,11.0,116
-26.970278,27.211111,2012-10-23,119.782,677.0,174.0,111
-26.880278,26.965,2012-10-23,262.738,800.0,149.0,113
-27.802778,28.768333,2012-10-23,34.761,143.5,41.0,91
-26.98472222,26.63227778,2012-10-23,295.006,1275.0,18.0,110
-28.69485,28.23487,2012-10-23,104.658,276.1,16.0,76
-30.568333,29.422778,2012-10-23,62.957,141.9,10.0,42
-30.570833,29.150556,2012-10-23,55.844,142.9,10.0,41
-31.104278,29.399722,2012-10-23,57.447,148.6,10.0,33
-33.501667,21.624167,2012-10-23,68.986,350.9,23.0,17
-24.058889,31.237222,2012-10-24,136.533,401.0,10.0,149
-28.141944,26.417778,2012-10-24,224.34,561.0,23.0,83
-27.671111,27.236944,2012-10-24,138.567,409.0,53.0,92
-30.679722,26.7125,2012-10-24,88.068,235.3,10.0,40
-30.336111,27.359444,2012-10-24,65.59,184.8,10.0,45
-28.768056,20.720556,2012-10-24,155.649,439.0,18.0,70
-30.86013889,29.07125,2012-10-24,57.73,130.7,10.0,36
-30.77586667,29.03221667,2012-10-24,53.442,135.1,10.0,38
-28.75,30.442778,2012-10-25,45.408,134.6,10.0,72
-29.161667,30.629722,2012-10-25,31.496,100.4,16.0,61
-27.671111,27.236944,2012-10-28,161.768,410.0,31.0,92
-28.068333,31.55,2012-10-28,39.131,180.9,56.0,86
-25.99136,27.84208,2012-10-29,82.239,311.9,30.0,122
-26.45,28.085833,2012-10-29,103.864,604.0,183.0,119
-27.01011111,26.69808333,2012-10-30,132.252,733.0,96.0,108
-26.648056,27.089444,2012-10-30,162.253,526.0,25.0,116
-26.970278,27.211111,2012-10-30,126.165,686.0,121.0,111
-26.880278,26.965,2012-10-30,237.149,756.0,149.0,113
-26.98472222,26.63227778,2012-10-30,264.218,1250.0,18.0,110
-29.160278,26.573333,2012-10-30,192.638,604.0,42.0,62
-25.45963889,28.26430556,2012-10-30,191.843,558.0,82.0,130
-28.338333,31.373611,2012-10-30,74.321,260.9,12.0,81
-25.57877778,29.12747222,2012-10-30,30.19,162.7,10.0,127
-25.81048333,27.90955222,2012-10-31,108.285,472.0,10.0,123
-26.73806,27.59194,2012-10-31,137.773,657.0,194.0,115
-29.1825,23.575556,2012-11-02,115.546,320.1,10.0,59
-29.987778,29.851667,2012-11-05,37.788,124.1,10.0,49
-29.744167,29.905833,2012-11-05,23.623,68.9,10.0,53
-26.970278,27.211111,2012-11-05,134.199,690.0,164.0,111
-26.45,28.085833,2012-11-05,150.159,643.0,183.0,119
-33.818056,19.694722,2012-11-05,25.182,346.2,10.0,14
-34.065833,20.404167,2012-11-06,80.541,882.0,15.0,5
-25.127778,27.628889,2012-11-06,207.874,684.0,166.0,137
-25.20639,27.558,2012-11-06,160.517,658.0,84.0,135
-26.03611,30.99778,2012-11-06,79.626,163.4,19.0,120
-30.733889,29.828333,2012-11-06,28.434,96.8,17.0,39
-27.671111,27.236944,2012-11-06,151.247,373.0,25.0,92
-29.160278,26.573333,2012-11-06,112.305,258.1,42.0,62
-28.69485,28.23487,2012-11-06,135.725,276.9,19.0,76
-28.883333,27.89,2012-11-06,77.207,200.3,39.0,68
-34.092222,21.295278,2012-11-06,15.389,231.4,10.0,3
-34.075556,20.145556,2012-11-06,33.145,627.0,15.0,4
-22.935,28.004167,2012-11-07,114.298,595.0,10.0,156
-30.398056,30.601944,2012-11-07,36.881,201.1,10.0,44
-30.27402,30.69602,2012-11-07,66.312,294.9,15.0,46
-27.3,28.586944,2012-11-07,45.374,158.9,11.0,103
-29.615556,27.065278,2012-11-07,77.837,230.2,10.0,57
-34.405833,19.600556,2012-11-07,48.064,1010.0,14.0,0
-27.01011111,26.69808333,2012-11-08,144.972,709.0,56.0,108
-30.830556,26.921389,2012-11-08,90.86,194.0,24.0,37
-22.91028,29.61111,2012-11-08,33.528,99.1,11.0,157
-26.861111,28.884722,2012-11-08,177.566,692.0,106.0,114
-27.02314,28.59389,2012-11-08,92.307,283.4,43.0,107
-26.648056,27.089444,2012-11-08,266.146,689.0,20.0,116
-26.880278,26.965,2012-11-08,265.219,802.0,149.0,113
-26.98472222,26.63227778,2012-11-08,271.678,1292.0,18.0,110
-30.679722,26.7125,2012-11-08,83.376,169.1,27.0,40
-30.336111,27.359444,2012-11-08,65.098,152.8,43.0,45
-34.329722,18.990278,2012-11-08,15.262,156.9,10.0,1
-31.000833,26.353056,2012-11-09,317.239,756.0,53.0,35
-29.803611,30.516111,2012-11-09,59.143,241.0,10.0,50
-25.99136,27.84208,2012-11-12,112.862,413.0,52.0,122
-26.861111,28.884722,2012-11-12,151.454,577.0,106.0,114
-26.45,28.085833,2012-11-12,123.853,606.0,183.0,119
-27.671111,27.236944,2012-11-12,170.0,363.0,25.0,92
-32.502778,19.535833,2012-11-12,5.382,77.1,10.0,26
-27.01011111,26.69808333,2012-11-13,148.117,740.0,96.0,108
