Latitude,Longitude,Sample Date
-31.000833,26.353056,2013-08-08
-31.000833,26.353056,2013-09-06
-31.000833,26.353056,2013-12-04
-31.000833,26.353056,2014-03-27
-31.000833,26.353056,2014-04-25
-31.000833,26.353056,2014-05-22
-31.000833,26.353056,2014-06-26
-31.000833,26.353056,2014-07-24
-31.000833,26.353056,2014-08-21
-31.000833,26.353056,2014-09-11
-31.000833,26.353056,2014-10-16
-31.000833,26.353056,2014-11-06
-31.000833,26.353056,2015-01-08
-31.000833,26.353056,2015-02-19
-31.000833,26.353056,2015-03-12
-31.000833,26.353056,2015-04-16
-31.000833,26.353056,2015-05-14
-31.000833,26.353056,2015-06-03
-31.000833,26.353056,2015-06-11
-31.000833,26.353056,2015-07-16
-31.000833,26.353056,2015-08-06
-31.000833,26.353056,2015-09-10
-31.000833,26.353056,2015-10-22
-31.000833,26.353056,2015-11-12
-30.86013889,29.07125,2011-01-10
-30.86013889,29.07125,2011-02-07
-30.86013889,29.07125,2011-02-16
-30.86013889,29.07125,2011-03-10
-30.86013889,29.07125,2011-04-13
-30.86013889,29.07125,2011-05-12
-30.86013889,29.07125,2011-06-07
-30.86013889,29.07125,2011-06-30
-30.86013889,29.07125,2011-08-12
-30.86013889,29.07125,2011-09-07
-30.86013889,29.07125,2011-09-28
-30.86013889,29.07125,2011-10-26
-30.86013889,29.07125,2011-11-24
-30.86013889,29.07125,2011-12-15
-30.86013889,29.07125,2012-01-24
-30.86013889,29.07125,2012-02-15
-30.86013889,29.07125,2012-03-16
-30.86013889,29.07125,2012-04-19
-30.86013889,29.07125,2012-05-10
-30.86013889,29.07125,2012-06-14
-30.86013889,29.07125,2012-07-11
-30.86013889,29.07125,2012-08-28
-30.86013889,29.07125,2012-09-27
-30.86013889,29.07125,2012-10-24
-30.86013889,29.07125,2012-11-22
-30.86013889,29.07125,2012-12-10
-30.86013889,29.07125,2013-01-16
-30.86013889,29.07125,2013-02-11
-30.86013889,29.07125,2013-03-20
-30.86013889,29.07125,2013-04-05
-30.86013889,29.07125,2013-05-15
-30.86013889,29.07125,2013-06-12
-30.86013889,29.07125,2013-07-11
-30.86013889,29.07125,2013-08-07
-30.86013889,29.07125,2013-09-04
-30.86013889,29.07125,2013-10-02
-30.86013889,29.07125,2013-11-11
-30.86013889,29.07125,2013-11-21
-30.86013889,29.07125,2014-01-16
-30.86013889,29.07125,2014-02-12
-30.86013889,29.07125,2014-03-12
-30.86013889,29.07125,2014-04-09
-30.86013889,29.07125,2014-05-15
-30.86013889,29.07125,2014-06-11
-30.86013889,29.07125,2014-07-10
-30.86013889,29.07125,2014-08-13
-30.86013889,29.07125,2014-10-03
-30.86013889,29.07125,2014-10-29
-30.86013889,29.07125,2014-11-26
-30.86013889,29.07125,2014-12-08
-30.86013889,29.07125,2015-01-15
-30.86013889,29.07125,2015-02-12
-30.86013889,29.07125,2015-03-12
-30.86013889,29.07125,2015-04-09
-30.86013889,29.07125,2015-05-13
-30.86013889,29.07125,2015-06-04
-30.86013889,29.07125,2015-07-09
-30.86013889,29.07125,2015-08-05
-30.86013889,29.07125,2015-09-03
-30.86013889,29.07125,2015-09-30
-30.86013889,29.07125,2015-10-30
-30.86013889,29.07125,2015-11-26
-30.830556,26.921389,2011-01-06
-30.830556,26.921389,2011-03-10
-30.830556,26.921389,2011-04-15
-30.830556,26.921389,2011-04-21
-30.830556,26.921389,2011-05-12
-30.830556,26.921389,2011-06-08
-30.830556,26.921389,2011-06-15
-30.830556,26.921389,2011-07-05
-30.830556,26.921389,2011-08-03
-30.830556,26.921389,2011-08-11
-30.830556,26.921389,2011-08-23
-30.830556,26.921389,2011-09-08
-30.830556,26.921389,2011-10-06
-30.830556,26.921389,2011-11-04
-30.830556,26.921389,2011-12-01
-30.830556,26.921389,2011-12-23
-30.830556,26.921389,2012-01-18
-30.830556,26.921389,2012-02-07
-30.830556,26.921389,2012-02-21
-30.830556,26.921389,2012-03-02
-30.830556,26.921389,2012-05-24
-30.830556,26.921389,2012-06-27
-30.830556,26.921389,2012-07-20
-30.830556,26.921389,2012-08-17
-30.830556,26.921389,2012-09-13
-30.830556,26.921389,2012-10-10
-30.830556,26.921389,2012-10-11
-30.830556,26.921389,2012-11-08
-30.830556,26.921389,2012-12-06
-30.830556,26.921389,2013-01-10
-30.830556,26.921389,2013-03-07
-30.830556,26.921389,2013-04-11
-30.830556,26.921389,2013-05-10
-30.830556,26.921389,2013-05-14
-30.830556,26.921389,2013-05-28
-30.830556,26.921389,2013-07-12
-30.830556,26.921389,2013-08-07
-30.830556,26.921389,2013-09-05
-30.830556,26.921389,2013-10-04
-30.830556,26.921389,2013-10-30
-30.830556,26.921389,2014-02-07
-30.830556,26.921389,2014-02-20
-30.830556,26.921389,2014-03-27
-30.830556,26.921389,2014-04-25
-30.830556,26.921389,2014-05-22
-30.830556,26.921389,2014-06-26
-30.830556,26.921389,2014-07-24
-30.830556,26.921389,2014-08-21
-30.830556,26.921389,2014-09-11
-30.830556,26.921389,2014-10-16
-30.830556,26.921389,2014-11-06
-30.830556,26.921389,2014-12-04
-30.830556,26.921389,2015-01-08
-30.830556,26.921389,2015-02-19
-30.830556,26.921389,2015-03-12
-30.830556,26.921389,2015-04-16
-30.830556,26.921389,2015-05-14
-30.830556,26.921389,2015-06-03
-30.830556,26.921389,2015-06-11
-30.830556,26.921389,2015-07-16
-30.830556,26.921389,2015-08-06
-30.830556,26.921389,2015-09-10
-30.830556,26.921389,2015-10-21
-30.830556,26.921389,2015-11-12
-30.77586667,29.03221667,2011-01-20
-30.77586667,29.03221667,2011-02-16
-30.77586667,29.03221667,2011-03-10
-30.77586667,29.03221667,2011-05-12
-30.77586667,29.03221667,2011-06-07
-30.77586667,29.03221667,2011-06-30
-30.77586667,29.03221667,2011-08-12
-30.77586667,29.03221667,2011-09-07
-30.77586667,29.03221667,2011-09-28
-30.77586667,29.03221667,2011-10-25
-30.77586667,29.03221667,2011-11-24
-30.77586667,29.03221667,2012-02-15
-30.77586667,29.03221667,2012-03-16
-30.77586667,29.03221667,2012-05-10
-30.77586667,29.03221667,2012-07-11
-30.77586667,29.03221667,2012-08-29
-30.77586667,29.03221667,2012-09-27
-30.77586667,29.03221667,2012-10-24
-30.77586667,29.03221667,2012-11-22
-30.77586667,29.03221667,2012-12-11
-30.77586667,29.03221667,2013-01-16
-30.77586667,29.03221667,2013-02-11
-30.77586667,29.03221667,2013-03-20
-30.77586667,29.03221667,2013-04-05
-30.77586667,29.03221667,2013-05-08
-30.77586667,29.03221667,2013-06-12
-30.77586667,29.03221667,2013-07-11
-30.77586667,29.03221667,2013-08-07
-30.77586667,29.03221667,2013-09-04
-30.77586667,29.03221667,2013-10-02
-30.77586667,29.03221667,2013-11-01
-30.77586667,29.03221667,2013-11-21
-30.77586667,29.03221667,2014-01-16
-30.77586667,29.03221667,2014-02-12
-30.77586667,29.03221667,2014-03-12
-30.77586667,29.03221667,2014-04-09
-30.77586667,29.03221667,2014-05-15
-30.77586667,29.03221667,2014-06-11
-30.77586667,29.03221667,2014-07-10
-30.77586667,29.03221667,2014-08-13
-30.77586667,29.03221667,2014-09-11
-30.77586667,29.03221667,2014-10-03
-30.77586667,29.03221667,2014-10-29
-30.77586667,29.03221667,2014-11-26
-30.77586667,29.03221667,2014-12-08
-30.77586667,29.03221667,2015-01-15
-30.77586667,29.03221667,2015-02-11
-30.77586667,29.03221667,2015-03-12
-30.77586667,29.03221667,2015-04-09
-30.77586667,29.03221667,2015-05-13
-30.77586667,29.03221667,2015-06-04
-30.77586667,29.03221667,2015-07-08
-30.77586667,29.03221667,2015-08-05
-30.77586667,29.03221667,2015-09-02
-30.77586667,29.03221667,2015-09-30
-30.77586667,29.03221667,2015-10-29
-30.77586667,29.03221667,2015-11-26
-30.733889,29.828333,2011-02-16
-30.733889,29.828333,2011-03-15
-30.733889,29.828333,2011-04-12
-30.733889,29.828333,2011-05-10
-30.733889,29.828333,2011-06-07
-30.733889,29.828333,2011-07-05
-30.733889,29.828333,2011-08-02
-30.733889,29.828333,2011-09-27
-30.733889,29.828333,2011-10-25
-30.733889,29.828333,2011-11-11
-30.733889,29.828333,2012-01-10
-30.733889,29.828333,2012-02-07
-30.733889,29.828333,2012-03-06
-30.733889,29.828333,2012-04-24
-30.733889,29.828333,2012-05-22
-30.733889,29.828333,2012-06-19
-30.733889,29.828333,2012-07-17
-30.733889,29.828333,2012-09-11
-30.733889,29.828333,2012-10-09
-30.733889,29.828333,2012-11-06
-30.733889,29.828333,2012-12-04
-30.733889,29.828333,2013-01-10
-30.733889,29.828333,2013-02-19
-30.733889,29.828333,2013-03-19
-30.733889,29.828333,2013-04-17
-30.733889,29.828333,2013-05-14
-30.733889,29.828333,2013-06-11
-30.733889,29.828333,2013-07-09
-30.733889,29.828333,2013-09-02
-30.733889,29.828333,2013-10-02
-30.733889,29.828333,2013-10-29
-30.733889,29.828333,2013-11-26
-30.733889,29.828333,2014-01-27
-30.733889,29.828333,2014-02-25
-30.733889,29.828333,2014-03-25
-30.733889,29.828333,2014-04-22
-30.733889,29.828333,2014-05-20
-30.733889,29.828333,2014-06-17
-30.733889,29.828333,2014-07-15
-30.733889,29.828333,2014-08-12
-30.733889,29.828333,2014-09-09
-30.733889,29.828333,2014-11-04
-30.733889,29.828333,2014-12-22
-30.733889,29.828333,2015-01-06
-30.733889,29.828333,2015-02-24
-30.733889,29.828333,2015-03-24
-30.733889,29.828333,2015-04-21
-30.733889,29.828333,2015-05-19
-30.733889,29.828333,2015-06-17
-30.733889,29.828333,2015-07-15
-30.733889,29.828333,2015-08-11
-30.733889,29.828333,2015-09-08
-30.733889,29.828333,2015-10-06
-30.733889,29.828333,2015-11-03
-30.733889,29.828333,2015-12-01
-30.679722,26.7125,2011-01-06
-30.679722,26.7125,2011-01-20
-30.679722,26.7125,2011-02-03
-30.679722,26.7125,2011-02-10
-30.679722,26.7125,2011-02-24
-30.679722,26.7125,2011-03-03
-30.679722,26.7125,2011-03-31
-30.679722,26.7125,2011-05-12
-30.679722,26.7125,2011-05-25
-30.679722,26.7125,2011-06-16
-30.679722,26.7125,2011-08-03
-30.679722,26.7125,2011-08-11
-30.679722,26.7125,2011-08-23
-30.679722,26.7125,2011-09-08
-30.679722,26.7125,2011-09-13
-30.679722,26.7125,2011-10-06
-30.679722,26.7125,2011-10-12
-30.679722,26.7125,2011-11-01
-30.679722,26.7125,2011-11-04
-30.679722,26.7125,2011-11-29
-30.679722,26.7125,2012-01-17
-30.679722,26.7125,2012-01-19
-30.679722,26.7125,2012-02-03
-30.679722,26.7125,2012-02-22
-30.679722,26.7125,2012-03-02
-30.679722,26.7125,2012-03-08
-30.679722,26.7125,2012-03-28
-30.679722,26.7125,2012-03-30
-30.679722,26.7125,2012-04-26
-30.679722,26.7125,2012-05-24
-30.679722,26.7125,2012-05-31
-30.679722,26.7125,2012-06-14
-30.679722,26.7125,2012-06-21
-30.679722,26.7125,2012-07-20
-30.679722,26.7125,2012-08-17
-30.679722,26.7125,2012-09-13
-30.679722,26.7125,2012-10-11
-30.679722,26.7125,2012-10-24
-30.679722,26.7125,2012-11-08
-30.679722,26.7125,2012-12-06
-30.679722,26.7125,2013-01-10
-30.679722,26.7125,2013-02-07
-30.679722,26.7125,2013-03-08
-30.679722,26.7125,2013-04-12
-30.679722,26.7125,2013-05-10
-30.679722,26.7125,2013-05-28
-30.679722,26.7125,2013-08-08
-30.679722,26.7125,2013-09-05
-30.679722,26.7125,2013-10-04
-30.679722,26.7125,2013-12-04
-30.679722,26.7125,2014-01-09
-30.679722,26.7125,2014-02-07
-30.679722,26.7125,2014-02-20
-30.679722,26.7125,2014-03-27
-30.679722,26.7125,2014-04-25
-30.679722,26.7125,2014-05-22
-30.679722,26.7125,2014-06-26
-30.679722,26.7125,2014-07-24
-30.679722,26.7125,2014-08-21
-30.679722,26.7125,2014-09-11
-30.679722,26.7125,2014-10-16
-30.679722,26.7125,2014-11-06
-30.679722,26.7125,2014-12-04
-30.679722,26.7125,2015-01-08
-30.679722,26.7125,2015-02-19
-30.679722,26.7125,2015-03-12
-30.679722,26.7125,2015-04-16
-30.679722,26.7125,2015-06-03
-30.679722,26.7125,2015-06-11
-30.679722,26.7125,2015-07-16
-30.679722,26.7125,2015-08-06
-30.679722,26.7125,2015-09-03
-30.679722,26.7125,2015-09-10
-30.679722,26.7125,2015-10-22
-30.679722,26.7125,2015-11-12
-30.679722,26.7125,2015-12-10
-30.570833,29.150556,2011-01-19
-30.570833,29.150556,2011-02-15
-30.570833,29.150556,2011-03-09
-30.570833,29.150556,2011-04-12
-30.570833,29.150556,2011-05-11
-30.570833,29.150556,2011-06-07
-30.570833,29.150556,2011-08-11
-30.570833,29.150556,2011-10-26
-30.570833,29.150556,2012-02-14
-30.570833,29.150556,2012-04-18
-30.570833,29.150556,2012-05-09
-30.570833,29.150556,2012-06-13
-30.570833,29.150556,2012-07-11
-30.570833,29.150556,2012-09-26
-30.570833,29.150556,2012-10-23
-30.570833,29.150556,2012-11-21
-30.570833,29.150556,2012-12-12
-30.570833,29.150556,2013-01-15
-30.570833,29.150556,2013-02-14
-30.570833,29.150556,2013-03-18
-30.570833,29.150556,2013-03-19
-30.570833,29.150556,2013-04-04
-30.570833,29.150556,2013-05-15
-30.570833,29.150556,2013-06-11
-30.570833,29.150556,2013-07-10
-30.570833,29.150556,2013-08-06
-30.570833,29.150556,2013-08-08
-30.570833,29.150556,2013-09-03
-30.570833,29.150556,2013-10-01
-30.570833,29.150556,2013-10-31
-30.570833,29.150556,2013-11-21
-30.570833,29.150556,2014-01-15
-30.570833,29.150556,2014-02-11
-30.570833,29.150556,2014-02-12
-30.570833,29.150556,2014-03-11
-30.570833,29.150556,2014-04-08
-30.570833,29.150556,2014-05-14
-30.570833,29.150556,2014-06-10
-30.570833,29.150556,2014-07-09
-30.570833,29.150556,2014-08-12
-30.570833,29.150556,2014-09-10
-30.570833,29.150556,2014-10-06
-30.570833,29.150556,2014-10-28
-30.570833,29.150556,2014-11-25
-30.570833,29.150556,2014-12-09
-30.570833,29.150556,2015-01-13
-30.570833,29.150556,2015-02-12
-30.570833,29.150556,2015-03-11
-30.570833,29.150556,2015-04-08
-30.570833,29.150556,2015-05-12
-30.570833,29.150556,2015-06-03
-30.570833,29.150556,2015-07-08
-30.570833,29.150556,2015-08-04
-30.570833,29.150556,2015-09-02
-30.570833,29.150556,2015-10-06
-30.570833,29.150556,2015-10-29
-30.570833,29.150556,2015-11-25
-30.568333,29.422778,2011-01-19
-30.568333,29.422778,2011-02-15
-30.568333,29.422778,2011-03-09
-30.568333,29.422778,2011-04-12
-30.568333,29.422778,2011-05-11
-30.568333,29.422778,2011-06-04
-30.568333,29.422778,2011-06-29
-30.568333,29.422778,2011-08-11
-30.568333,29.422778,2011-09-07
-30.568333,29.422778,2011-09-27
-30.568333,29.422778,2011-10-26
-30.568333,29.422778,2011-11-23
-30.568333,29.422778,2011-12-14
-30.568333,29.422778,2012-01-25
-30.568333,29.422778,2012-02-14
-30.568333,29.422778,2012-04-18
-30.568333,29.422778,2012-06-13
-30.568333,29.422778,2012-07-11
-30.568333,29.422778,2012-08-29
-30.568333,29.422778,2012-09-26
-30.568333,29.422778,2012-10-23
-30.568333,29.422778,2012-11-22
-30.568333,29.422778,2012-12-12
-30.568333,29.422778,2013-01-15
-30.568333,29.422778,2013-02-14
-30.568333,29.422778,2013-03-19
-30.568333,29.422778,2013-04-03
-30.568333,29.422778,2013-05-15
-30.568333,29.422778,2013-06-11
-30.568333,29.422778,2013-07-10
-30.568333,29.422778,2013-09-03
-30.568333,29.422778,2013-10-01
-30.568333,29.422778,2013-11-01
-30.568333,29.422778,2013-11-20
-30.568333,29.422778,2014-01-15
-30.568333,29.422778,2014-02-11
-30.568333,29.422778,2014-03-11
-30.568333,29.422778,2014-04-09
-30.568333,29.422778,2014-05-13
-30.568333,29.422778,2014-06-11
-30.568333,29.422778,2014-06-12
-30.568333,29.422778,2014-07-09
-30.568333,29.422778,2014-09-10
-30.568333,29.422778,2014-10-06
-30.568333,29.422778,2014-10-28
-30.568333,29.422778,2014-11-25
-30.568333,29.422778,2014-12-09
-30.568333,29.422778,2015-01-13
-30.568333,29.422778,2015-02-12
-30.568333,29.422778,2015-03-11
-30.568333,29.422778,2015-04-08
-30.568333,29.422778,2015-05-13
-30.568333,29.422778,2015-06-01
-30.568333,29.422778,2015-08-04
-30.568333,29.422778,2015-09-03
-30.568333,29.422778,2015-10-06
-30.568333,29.422778,2015-10-30
-30.568333,29.422778,2015-11-25
-30.534167,24.961944,2011-01-13
-30.534167,24.961944,2011-02-10
-30.534167,24.961944,2011-03-11
-30.534167,24.961944,2011-03-31
-30.534167,24.961944,2011-05-13
-30.534167,24.961944,2011-07-15
-30.534167,24.961944,2011-07-20
-30.534167,24.961944,2011-08-12
-30.534167,24.961944,2011-08-16
-30.534167,24.961944,2011-08-18
-30.534167,24.961944,2011-09-08
-30.534167,24.961944,2011-09-28
-30.534167,24.961944,2011-10-07
-30.534167,24.961944,2011-11-04
-30.534167,24.961944,2011-12-02
-30.534167,24.961944,2011-12-23
-30.534167,24.961944,2012-02-03
-30.534167,24.961944,2012-03-02
-30.534167,24.961944,2012-03-30
-30.534167,24.961944,2012-05-25
-30.534167,24.961944,2012-06-12
-30.534167,24.961944,2012-06-13
-30.534167,24.961944,2012-07-20
-30.534167,24.961944,2012-09-14
-30.534167,24.961944,2012-10-12
-30.534167,24.961944,2012-11-09
-30.534167,24.961944,2012-12-06
-30.534167,24.961944,2013-01-11
-30.534167,24.961944,2013-02-08
-30.534167,24.961944,2014-01-10
-30.534167,24.961944,2014-02-21
-30.534167,24.961944,2014-03-27
-30.534167,24.961944,2014-04-25
-30.534167,24.961944,2014-05-22
-30.534167,24.961944,2014-06-27
-30.534167,24.961944,2014-07-24
-30.534167,24.961944,2014-08-21
-30.534167,24.961944,2014-09-11
-30.534167,24.961944,2014-10-16
-30.534167,24.961944,2014-11-06
-30.534167,24.961944,2014-12-04
-30.534167,24.961944,2015-01-08
-30.534167,24.961944,2015-05-14
-30.534167,24.961944,2015-06-11
-30.534167,24.961944,2015-07-08
-30.534167,24.961944,2015-07-16
-30.534167,24.961944,2015-08-06
-30.534167,24.961944,2015-09-10
-30.534167,24.961944,2015-10-22
-30.398056,30.601944,2011-02-16
-30.398056,30.601944,2011-03-16
-30.398056,30.601944,2011-04-13
-30.398056,30.601944,2011-05-11
-30.398056,30.601944,2011-05-26
-30.398056,30.601944,2011-06-08
-30.398056,30.601944,2011-08-03
-30.398056,30.601944,2011-08-25
-30.398056,30.601944,2011-09-08
-30.398056,30.601944,2011-09-15
-30.398056,30.601944,2011-10-26
-30.398056,30.601944,2011-11-23
-30.398056,30.601944,2011-11-28
-30.398056,30.601944,2011-12-29
-30.398056,30.601944,2012-01-27
-30.398056,30.601944,2012-02-08
-30.398056,30.601944,2012-02-25
-30.398056,30.601944,2012-03-07
-30.398056,30.601944,2012-03-23
-30.398056,30.601944,2012-03-28
-30.398056,30.601944,2012-04-02
-30.398056,30.601944,2012-04-26
-30.398056,30.601944,2012-05-23
-30.398056,30.601944,2012-05-25
-30.398056,30.601944,2012-06-20
-30.398056,30.601944,2012-06-29
-30.398056,30.601944,2012-07-18
-30.398056,30.601944,2012-08-15
-30.398056,30.601944,2012-09-12
-30.398056,30.601944,2012-10-10
-30.398056,30.601944,2012-11-07
-30.398056,30.601944,2012-12-05
-30.398056,30.601944,2013-01-09
-30.398056,30.601944,2013-01-28
-30.398056,30.601944,2013-03-20
-30.398056,30.601944,2013-03-26
-30.398056,30.601944,2013-04-17
-30.398056,30.601944,2013-05-15
-30.398056,30.601944,2013-06-12
-30.398056,30.601944,2013-07-10
-30.398056,30.601944,2013-08-07
-30.398056,30.601944,2013-08-24
-30.398056,30.601944,2013-10-02
-30.398056,30.601944,2013-10-30
-30.398056,30.601944,2013-11-27
-30.398056,30.601944,2014-02-27
-30.398056,30.601944,2014-03-26
-30.398056,30.601944,2014-05-21
-30.398056,30.601944,2014-06-18
-30.398056,30.601944,2014-07-16
-30.398056,30.601944,2014-08-13
-30.398056,30.601944,2014-09-30
-30.398056,30.601944,2014-11-05
-30.398056,30.601944,2015-01-09
-30.398056,30.601944,2015-02-25
-30.398056,30.601944,2015-03-25
-30.398056,30.601944,2015-04-22
-30.398056,30.601944,2015-06-17
-30.398056,30.601944,2015-07-16
-30.398056,30.601944,2015-08-12
-30.398056,30.601944,2015-09-09
-30.398056,30.601944,2015-10-07
-30.398056,30.601944,2015-11-04
-30.398056,30.601944,2015-12-02
-30.336111,27.359444,2011-02-24
-30.336111,27.359444,2011-03-25
-30.336111,27.359444,2011-04-14
-30.336111,27.359444,2011-07-14
-30.336111,27.359444,2011-08-02
-30.336111,27.359444,2011-08-11
-30.336111,27.359444,2011-09-07
-30.336111,27.359444,2011-10-04
-30.336111,27.359444,2011-10-06
-30.336111,27.359444,2011-11-03
-30.336111,27.359444,2011-11-30
-30.336111,27.359444,2011-12-22
-30.336111,27.359444,2012-01-18
-30.336111,27.359444,2012-02-02
-30.336111,27.359444,2012-03-01
-30.336111,27.359444,2012-03-06
-30.336111,27.359444,2012-03-29
-30.336111,27.359444,2012-05-22
-30.336111,27.359444,2012-06-21
-30.336111,27.359444,2012-07-19
-30.336111,27.359444,2012-08-16
-30.336111,27.359444,2012-09-12
-30.336111,27.359444,2012-10-11
-30.336111,27.359444,2012-10-24
-30.336111,27.359444,2012-11-08
-30.336111,27.359444,2012-12-05
-30.336111,27.359444,2013-01-10
-30.336111,27.359444,2013-01-23
-30.336111,27.359444,2013-02-07
-30.336111,27.359444,2013-03-07
-30.336111,27.359444,2013-04-11
-30.336111,27.359444,2013-05-09
-30.336111,27.359444,2013-05-15
-30.336111,27.359444,2013-07-11
-30.336111,27.359444,2013-08-01
-30.336111,27.359444,2013-09-04
-30.336111,27.359444,2013-10-03
-30.336111,27.359444,2013-10-30
-30.336111,27.359444,2013-12-03
-30.336111,27.359444,2014-01-09
-30.336111,27.359444,2014-02-06
-30.336111,27.359444,2014-02-20
-30.336111,27.359444,2014-03-26
-30.336111,27.359444,2014-04-24
-30.336111,27.359444,2014-05-21
-30.336111,27.359444,2014-06-25
-30.336111,27.359444,2014-07-23
-30.336111,27.359444,2014-08-20
-30.336111,27.359444,2014-09-10
-30.336111,27.359444,2014-10-15
-30.336111,27.359444,2014-11-05
-30.336111,27.359444,2014-12-03
-30.336111,27.359444,2015-01-07
-30.336111,27.359444,2015-02-18
-30.336111,27.359444,2015-03-11
-30.336111,27.359444,2015-04-15
-30.336111,27.359444,2015-05-13
-30.336111,27.359444,2015-06-02
-30.336111,27.359444,2015-06-10
-30.336111,27.359444,2015-07-15
-30.336111,27.359444,2015-08-05
-30.336111,27.359444,2015-09-09
-30.336111,27.359444,2015-10-21
-30.336111,27.359444,2015-11-11
-30.336111,27.359444,2015-12-09
-30.27402,30.69602,2011-03-16
-30.27402,30.69602,2011-04-13
-30.27402,30.69602,2011-05-11
-30.27402,30.69602,2011-05-26
-30.27402,30.69602,2011-06-08
-30.27402,30.69602,2011-06-23
-30.27402,30.69602,2011-07-06
-30.27402,30.69602,2011-08-25
-30.27402,30.69602,2011-09-08
-30.27402,30.69602,2011-09-19
-30.27402,30.69602,2011-09-28
-30.27402,30.69602,2011-10-26
-30.27402,30.69602,2011-11-23
-30.27402,30.69602,2011-11-28
-30.27402,30.69602,2011-12-29
-30.27402,30.69602,2012-01-11
-30.27402,30.69602,2012-01-20
-30.27402,30.69602,2012-01-27
-30.27402,30.69602,2012-02-08
-30.27402,30.69602,2012-02-25
-30.27402,30.69602,2012-03-07
-30.27402,30.69602,2012-03-23
-30.27402,30.69602,2012-03-28
-30.27402,30.69602,2012-04-26
-30.27402,30.69602,2012-05-21
-30.27402,30.69602,2012-05-25
-30.27402,30.69602,2012-06-20
-30.27402,30.69602,2012-06-29
-30.27402,30.69602,2012-07-18
-30.27402,30.69602,2012-07-28
-30.27402,30.69602,2012-08-15
-30.27402,30.69602,2012-08-20
-30.27402,30.69602,2012-09-12
-30.27402,30.69602,2012-09-28
-30.27402,30.69602,2012-10-10
-30.27402,30.69602,2012-11-07
-30.27402,30.69602,2013-01-09
-30.27402,30.69602,2013-01-28
-30.27402,30.69602,2013-02-20
-30.27402,30.69602,2013-03-20
-30.27402,30.69602,2013-03-26
-30.27402,30.69602,2013-04-18
-30.27402,30.69602,2013-05-15
-30.27402,30.69602,2013-07-10
-30.160091,27.40124,2011-01-06
-30.160091,27.40124,2011-02-24
-30.160091,27.40124,2011-03-25
-30.160091,27.40124,2011-04-14
-30.160091,27.40124,2011-07-12
-30.160091,27.40124,2011-07-14
-30.160091,27.40124,2011-08-02
-30.160091,27.40124,2011-08-11
-30.160091,27.40124,2011-09-07
-30.160091,27.40124,2011-09-14
-30.160091,27.40124,2011-10-04
-30.160091,27.40124,2011-10-06
-30.160091,27.40124,2011-10-11
-30.160091,27.40124,2011-11-03
-30.160091,27.40124,2011-11-16
-30.160091,27.40124,2011-11-30
-30.160091,27.40124,2011-12-22
-30.160091,27.40124,2012-01-17
-30.160091,27.40124,2012-03-01
-30.160091,27.40124,2012-03-29
-30.160091,27.40124,2012-04-26
-30.160091,27.40124,2012-05-23
-30.160091,27.40124,2012-06-14
-30.160091,27.40124,2012-06-21
-30.160091,27.40124,2012-07-19
-30.160091,27.40124,2012-08-16
-30.160091,27.40124,2012-09-12
-30.160091,27.40124,2012-10-11
-30.160091,27.40124,2012-11-08
-30.160091,27.40124,2013-01-02
-30.160091,27.40124,2013-01-10
-30.160091,27.40124,2013-01-22
-30.160091,27.40124,2013-01-31
-30.160091,27.40124,2013-02-07
-30.160091,27.40124,2013-03-07
-30.160091,27.40124,2013-04-11
-30.160091,27.40124,2013-05-09
-30.160091,27.40124,2013-05-15
-30.160091,27.40124,2013-07-11
-30.160091,27.40124,2013-07-12
-30.160091,27.40124,2013-08-01
-30.160091,27.40124,2013-09-05
-30.160091,27.40124,2013-10-03
-30.160091,27.40124,2013-10-30
-30.160091,27.40124,2013-12-03
-30.160091,27.40124,2014-01-09
-30.160091,27.40124,2014-02-06
-30.160091,27.40124,2014-02-20
-30.160091,27.40124,2014-03-26
-30.160091,27.40124,2014-04-24
-30.160091,27.40124,2014-05-21
-30.160091,27.40124,2014-06-25
-30.160091,27.40124,2014-07-23
-30.160091,27.40124,2014-08-20
-30.160091,27.40124,2014-09-10
-30.160091,27.40124,2014-10-15
-30.160091,27.40124,2014-11-05
-30.160091,27.40124,2014-12-03
-30.160091,27.40124,2015-01-07
-30.160091,27.40124,2015-02-18
-30.160091,27.40124,2015-03-11
-30.160091,27.40124,2015-04-15
-30.160091,27.40124,2015-05-13
-30.160091,27.40124,2015-06-02
-30.160091,27.40124,2015-06-10
-30.160091,27.40124,2015-07-15
-30.160091,27.40124,2015-08-05
-30.160091,27.40124,2015-08-18
-30.160091,27.40124,2015-09-09
-30.160091,27.40124,2015-10-01
-30.13573889,30.67422222,2011-05-12
-30.13573889,30.67422222,2011-09-29
-30.13573889,30.67422222,2011-10-27
-30.13573889,30.67422222,2011-11-24
-30.13573889,30.67422222,2012-01-12
-30.13573889,30.67422222,2012-02-09
-30.13573889,30.67422222,2012-08-16
-30.13573889,30.67422222,2013-02-21
-30.13573889,30.67422222,2013-03-20
-30.13573889,30.67422222,2013-05-16
-30.13573889,30.67422222,2013-07-11
-30.13573889,30.67422222,2013-09-05
-30.13573889,30.67422222,2013-10-31
-30.13573889,30.67422222,2013-11-28
-30.13573889,30.67422222,2014-01-30
-30.13573889,30.67422222,2014-02-27
-30.13573889,30.67422222,2014-03-27
-30.13573889,30.67422222,2014-04-24
-30.13573889,30.67422222,2014-05-22
